"di_id","year","value_rural","value_urban"
"MD",1998,1972475,1680257
"ME",1998,264394,343268
"MF",1998,,
"MG",1998,10857519,3932726
"MH",1998,16766,35156
"MK",1998,814333,1170108
"ML",1998,7629942,2814880
"MM",1998,34263612,12245974
"MN",1998,1020676,1334912
"MO",1998,0,418810
"MP",1998,6596,58778
"MR",1998,1335928,1215501
"MT",1998,30994,346522
"MU",1998,662368,498053
"MV",1998,198508,72520
"MW",1998,9044515,1519039
"MX",1998,25715096,73917203
"MY",1998,9055042,13303086
"MZ",1998,12340362,4977014
"NA",1998,1242872,567229
"NC",1998,80079,125200
"NE",1998,8761345,1671312
"NG",1998,77396836,39463855
"NI",1998,2227367,2642260
"NL",1998,3887534,11819675
"NO",1998,1135784,3296123
"NP",1998,20040197,2826299
"NR",1998,0,10054
"NZ",1998,551268,3263733
"OM",1998,631655,1593267
"PA",1998,1146211,1765172
"PE",1998,7000489,18199255
"PF",1998,99985,128395
"PG",1998,4410362,691271
"PH",1998,38739117,35917111
"PK",1998,88977220,43049661
"PL",1998,14835178,23828303
"PR",1998,220816,3560285
"PS",1998,790767,1985801
"PT",1998,4766148,5394048
"PW",1998,5502,13022
"PY",1998,2338536,2750770
"QA",1998,22548,526070
"RO",1998,10508679,11998665
"RS",1998,3583327,3984418
"RU",1998,39339472,108331220
"RW",1998,6114147,933049
"SA",1998,4186312,16115881
"SB",1998,330822,59706
"SC",1998,39549,39297
"SD",1998,18103970,8673089
"SE",1998,1418811,7432163
"SG",1998,0,3927213
"SI",1998,976943,1004686
"SK",1998,2352960,3038095
"SL",1998,2515579,1362896
"SM",1998,1935,24860
"SN",1998,5627460,3760401
"SO",1998,4659666,2244565
"SR",1998,158089,311019
"SS",1998,5102626,990062
"ST",1998,64145,68139
"SV",1998,2420624,3315451
"SX",1998,0,31240
"SY",1998,7596016,7972781
"SZ",1998,792609,236085
"TC",1998,2942,14172
"TD",1998,6086291,1673866
"TG",1998,3143957,1480869
"TH",1998,42391799,18865300
"TJ",1998,4372150,1640158
"TL",1998,645999,199107
"TM",1998,2397193,1998540
"TN",1998,3485988,5847312
"TO",1998,74690,22257
"TR",1998,22268189,39076685
"TT",1998,1132123,130421
"TV",1998,5115,4219
"TZ",1998,25345212,6978741
"UA",1998,16512399,33631540
"UG",1998,19676498,2660314
"US",1998,59639635,216214365
"UY",1998,281477,3010657
"UZ",1998,14983773,9067227
"VC",1998,59940,47983
"VE",1998,2990492,20575242
"VG",1998,11593,8133
"VI",1998,8889,99646
"VN",1998,57814617,17641683
"VU",1998,140554,37520
"WS",1998,135270,37709
"XK",1998,,
"YE",1998,12582059,4247876
"ZA",1998,18465190,23434493
"ZM",1998,6450120,3584292
"ZW",1998,8199253,4027489
"AD",1997,4375,59772
"AE",1997,546553,2048667
"AF",1997,14362381,3671749
"AG",1997,48237,23995
"AL",1997,1888024,1260572
"AM",1997,1082490,2055162
"AO",1997,9624043,4177825
"AR",1997,4099406,31734559
"AS",1997,7269,47673
"AT",1997,2725070,5242971
"AU",1997,2499795,16017205
"AW",1997,44475,40972
"AZ",1997,3794497,4043753
"BA",1997,2291422,1487932
"BB",1997,177491,89453
"BD",1997,95844077,27730030
"BE",1997,313582,9867663
"BF",1997,8973122,1693726
"BG",1997,2640744,5671324
"BH",1997,69468,528366
"BI",1997,5931163,489234
"BJ",1997,3983447,2378490
"BM",1997,0,60497
"BN",1997,93946,215800
"BO",1997,3118435,4752425
"BR",1997,35173758,132720077
"BS",1997,53376,233592
"BT",1997,404232,116685
"BW",1997,811731,834115
"BY",1997,3167633,6949367
"BZ",1997,116189,105419
"CA",1997,6495228,23491972
"CD",1997,29524361,15033986
"CF",1997,2190041,1307869
"CG",1997,1227043,1646595
"CH",1997,1879978,5208928
"CI",1997,8878025,6418365
"CL",1997,2164301,12429769
"CM",1997,8274353,6437079
"CN",1997,825626340,404448660
"CO",1997,11149200,27496209
"CR",1997,1607141,2075952
"CU",1997,2791909,8208522
"CV",1997,202280,207525
"CW",1997,16165,130791
"CY",1997,282541,608192
"CZ",1997,2639918,7664213
"DE",1997,22009929,60024842
"DJ",1997,161881,523763
"DK",1997,791163,4493828
"DM",1997,24765,45998
"DO",1997,3324983,4838491
"DZ",1997,12690325,17197392
"EC",1997,4915481,7010702
"EE",1997,420980,978555
"EG",1997,37130268,27624298
"ER",1997,2709243,551369
"ES",1997,9491863,30090550
"ET",1997,52252510,8640754
"EU",1997,139458034,345951064
"FI",1997,952411,4187424
"FJ",1997,422356,370503
"FM",1997,82584,25922
"FO",1997,28748,15719
"FR",1997,14841299,45123546
"GA",1997,258050,885788
"GB",1997,12555640,45761314
"GD",1997,65660,35465
"GE",1997,2113538,2418062
"GH",1997,10251268,7317315
"GI",1997,0,27246
"GL",1997,10511,45489
"GM",1997,618042,508857
"GN",1997,5826124,2505242
"GQ",1997,293564,186272
"GR",1997,2946772,7714487
"GT",1997,6097985,4773801
"GU",1997,11258,139048
"GW",1997,811533,422111
"GY",1997,521330,212524
"HK",1997,0,6489300
"HN",1997,3282843,2573103
"HR",1997,2049628,2522372
"HT",1997,5370925,2741029
"HU",1997,3605786,6684700
"ID",1997,124937686,77916164
"IE",1997,1528823,2145716
"IL",1997,524656,5311344
"IM",1997,35580,38237
"IN",1997,728107247,269710003
"IQ",1997,6800116,14721391
"IR",1997,23815552,38610534
"IS",1997,21799,249329
"IT",1997,18751067,38139305
"JM",1997,1239413,1294909
"JO",1997,956775,3588473
"JP",1997,27392186,98664814
"KE",1997,23391061,5451184
"KG",1997,3016028,1680842
"KH",1997,9290958,2047775
"KI",1997,49116,31074
"KM",1997,363634,142891
"KN",1997,29254,14631
"KP",1997,9078705,13162121
"KR",1997,9696205,36261970
"KW",1997,32545,1653711
"KY",1997,0,35596
"KZ",1997,6752963,8580740
"LA",1997,4099531,969127
"LB",1997,449676,2643008
"LC",1997,108157,42837
"LI",1997,26750,5092
"LK",1997,14936910,3386090
"LR",1997,1341119,1024171
"LS",1997,1476489,325206
"LT",1997,1173717,2401420
"LU",1997,72229,347221
"LV",1997,763915,1668936
"LY",1997,1209350,3852810
"MA",1997,13310558,14623456
"MC",1997,0,31242
"MD",1997,1969618,1684590
"ME",1997,271541,337979
"MF",1997,,
"MG",1997,10557783,3771456
"MH",1997,16864,34839
"MK",1997,804084,1165261
"ML",1997,7480598,2687402
"MM",1997,33944675,11951316
"MN",1997,1011122,1324572
"MO",1997,0,412031
"MP",1997,6432,56507
"MR",1997,1316342,1160094
"MT",1997,31933,343303
"MU",1997,654063,494221
"MV",1997,194357,69643
"MW",1997,8823962,1436459
"MX",1997,25529263,72396562
"MY",1997,9107073,12701052
"MZ",1997,12059059,4815525
"NA",1997,1216252,541845
"NC",1997,79359,122059
"NE",1997,8455562,1603398
"NG",1997,76078349,37896706
"NI",1997,2200898,2585743
"NL",1997,3988521,11622129
"NO",1997,1131685,3273472
"NP",1997,19741410,2656076
"NR",1997,0,10056
"NZ",1997,549045,3232633
"OM",1997,631969,1595627
"PA",1997,1146516,1706223
"PE",1997,7001329,17826080
"PF",1997,97794,125940
"PG",1997,4287353,681763
"PH",1997,37857982,35184623
"PK",1997,87164111,41681581
"PL",1997,14849199,23800461
"PR",1997,224814,3534616
"PS",1997,779748,1926770
"PT",1997,4808840,5300137
"PW",1997,5305,12818
"PY",1997,2320343,2660003
"QA",1997,22924,505289
"RO",1997,10496621,12057357
"RS",1997,3617454,3979047
"RU",1997,39404638,108510669
"RW",1997,5694805,811313
"SA",1997,4130308,15679325
"SB",1997,322576,57283
"SC",1997,38876,38443
"SD",1997,17692497,8456627
"SE",1997,1420678,7425384
"SG",1997,0,3796038
"SI",1997,979672,1006284
"SK",1997,2346038,3037253
"SL",1997,2502100,1341756
"SM",1997,2009,24494
"SN",1997,5506157,3657027
"SO",1997,4527482,2145299
"SR",1997,155918,305651
"SS",1997,4870870,936081
"ST",1997,64339,65771
"SV",1997,2474443,3217857
"SX",1997,,
"SY",1997,7448705,7703257
"SZ",1997,774400,232360
"TC",1997,2993,13534
"TD",1997,5879905,1614238
"TG",1997,3083323,1423142
"TH",1997,42006077,18538860
"TJ",1997,4285761,1651019
"TL",1997,655684,198268
"TM",1997,2374389,1961602
"TN",1997,3477703,5737197
"TO",1997,74393,22133
"TR",1997,22237109,38156995
"TT",1997,1133475,127202
"TV",1997,5133,4165
"TZ",1997,24836006,6697775
"UA",1997,16680876,33913229
"UG",1997,19114813,2564684
"US",1997,59957274,212699726
"UY",1997,289485,2981529
"UZ",1997,14713774,8953226
"VC",1997,60373,47628
"VE",1997,3013284,20094719
"VG",1997,11379,7893
"VI",1997,9351,99004
"VN",1997,57238605,17068295
"VU",1997,138656,36348
"WS",1997,134826,37383
"XK",1997,,
"YE",1997,12304866,4044943
"ZA",1997,18232561,22693502
"ZM",1997,6231220,3532522
"ZW",1997,8136786,3923072
"AD",1996,4230,60067
"AE",1996,530808,1936918
"AF",1996,13976699,3506849
"AG",1996,46650,23595
"AL",1996,1917610,1250423
"AM",1996,1085946,2087479
"AO",1996,9455096,3969717
"AR",1996,4119309,31300374
"AS",1996,7528,46398
"AT",1996,2721984,5237033
"AU",1996,2512269,15798731
"AW",1996,42962,40233
"AZ",1996,3734003,4028997
"BA",1996,2309634,1501015
"BB",1996,177143,88797
"BD",1996,94297364,26689760
"BE",1996,319934,9836703
"BF",1996,8774359,1598450
"BG",1996,2675268,5687558
"BH",1996,67379,512534
"BI",1996,5864109,469306
"BJ",1996,3886757,2289561
"BM",1996,0,60129
"BN",1996,93275,209174
"BO",1996,3095467,4621978
"BR",1996,35870785,129432370
"BS",1996,53410,230382
"BT",1996,402421,109956
"BW",1996,808654,803173
"BY",1996,3219704,6940296
"BZ",1996,112115,101559
"CA",1996,6542654,23129246
"CD",1996,28968815,14456182
"CF",1996,2142219,1274944
"CG",1996,1206991,1588912
"CH",1996,1871919,5199931
"CI",1996,8675166,6177027
"CL",1996,2179557,12216463
"CM",1996,8137891,6179300
"CN",1996,828908040,388641960
"CO",1996,11098905,26950135
"CR",1996,1601985,1995108
"CU",1996,2801289,8154083
"CV",1996,200953,198555
"CW",1996,17030,129276
"CY",1996,278042,595204
"CZ",1996,2629355,7685886
"DE",1996,21928600,59986231
"DJ",1996,159212,513990
"DK",1996,788935,4474139
"DM",1996,24958,46188
"DO",1996,3336900,4692214
"DZ",1996,12714738,16697101
"EC",1996,4874348,6809132
"EE",1996,423121,992473
"EG",1996,36453015,27142614
"ER",1996,2667124,535474
"ES",1996,9498452,29979734
"ET",1996,50799808,8276606
"EU",1996,139607974,344973679
"FI",1996,962395,4162178
"FJ",1996,421422,363057
"FM",1996,81831,26511
"FO",1996,29521,14564
"FR",1996,14890472,44862626
"GA",1996,262777,852102
"GB",1996,12558245,45608705
"GD",1996,65709,35087
"GE",1996,2141870,2474230
"GH",1996,10147005,7022209
"GI",1996,0,27284
"GL",1996,10565,45335
"GM",1996,610821,485018
"GN",1996,5706046,2418753
"GQ",1996,283733,180111
"GR",1996,2945003,7663797
"GT",1996,5994888,4617412
"GU",1996,11415,136645
"GW",1996,803625,403381
"GY",1996,518072,212121
"HK",1996,0,6435500
"HN",1996,3237826,2486761
"HR",1996,2020952,2473048
"HT",1996,5320986,2644562
"HU",1996,3600684,6710554
"ID",1996,125493936,74452671
"IE",1996,1522662,2114848
"IL",1996,515695,5176305
"IM",1996,35145,37754
"IN",1996,716644738,262645694
"IQ",1996,6550684,14304724
"IR",1996,23854411,37452221
"IS",1996,22051,246865
"IT",1996,18775265,38085016
"JM",1996,1233627,1276547
"JO",1996,949227,3498886
"JP",1996,27490480,98279096
"KE",1996,22892069,5223958
"KG",1996,2958936,1669464
"KH",1996,9073444,1948718
"KI",1996,49404,29503
"KM",1996,353663,139316
"KN",1996,28842,14549
"KP",1996,9004753,13011757
"KR",1996,9714967,35809714
"KW",1996,31775,1606131
"KY",1996,0,33535
"KZ",1996,6863620,8714274
"LA",1996,4060946,905357
"LB",1996,456347,2614627
"LC",1996,106418,42558
"LI",1996,26224,5103
"LK",1996,14842971,3367029
"LR",1996,1253626,944175
"LS",1996,1466595,312606
"LT",1996,1180609,2421364
"LU",1996,71164,343103
"LV",1996,770339,1686883
"LY",1996,1190409,3779982
"MA",1996,13221797,14335095
"MC",1996,0,30971
"MD",1996,1973248,1694500
"ME",1996,278556,332447
"MF",1996,,
"MG",1996,10264828,3617818
"MH",1996,16930,34467
"MK",1996,795463,1162840
"ML",1996,7329744,2572291
"MM",1996,33619426,11671462
"MN",1996,1001685,1314886
"MO",1996,81,405150
"MP",1996,6236,54018
"MR",1996,1296839,1106940
"MT",1996,32871,339816
"MU",1996,644563,489433
"MV",1996,193854,68146
"MW",1996,8642845,1363922
"MX",1996,25324644,70857066
"MY",1996,9148557,12112324
"MZ",1996,11814118,4596659
"NA",1996,1188287,517062
"NC",1996,78630,118934
"NE",1996,8164006,1538694
"NG",1996,74791577,36384190
"NI",1996,2173169,2528078
"NL",1996,4093839,11436659
"NO",1996,1137395,3243941
"NP",1996,19412216,2490318
"NR",1996,0,10033
"NZ",1996,544126,3187874
"OM",1996,629304,1590464
"PA",1996,1146445,1648400
"PE",1996,6995036,17446040
"PF",1996,95629,123653
"PG",1996,4167508,672803
"PH",1996,36983132,34454249
"PK",1996,85361275,40336376
"PL",1996,14854933,23769437
"PR",1996,227949,3496706
"PS",1996,758283,1829973
"PT",1996,4853841,5210104
"PW",1996,5103,12592
"PY",1996,2300429,2570266
"QA",1996,23750,488114
"RO",1996,10490694,12128310
"RS",1996,3648162,3969632
"RU",1996,39455019,108705023
"RW",1996,5404381,693307
"SA",1996,4076973,15254338
"SB",1996,314503,54935
"SC",1996,38507,37910
"SD",1996,17245837,8220550
"SE",1996,1422517,7418481
"SG",1996,0,3670704
"SI",1996,981587,1007041
"SK",1996,2338487,3034874
"SL",1996,2504134,1328919
"SM",1996,2083,24118
"SN",1996,5385117,3555214
"SO",1996,4421262,2060274
"SR",1996,153562,300091
"SS",1996,4690747,893476
"ST",1996,64498,63448
"SV",1996,2525405,3117958
"SX",1996,,
"SY",1996,7298844,7437365
"SZ",1996,757282,227224
"TC",1996,3045,12922
"TD",1996,5684260,1557758
"TG",1996,3024979,1367962
"TH",1996,41645813,18233142
"TJ",1996,4200870,1661354
"TL",1996,662929,196567
"TM",1996,2346376,1921314
"TN",1996,3465750,5623550
"TO",1996,74150,22024
"TR",1996,22205131,37246357
"TT",1996,1134416,123949
"TV",1996,5153,4111
"TZ",1996,24313618,6420319
"UA",1996,16853978,34203211
"UG",1996,18569096,2472372
"US",1996,60236498,209157502
"UY",1996,297845,2950519
"UZ",1996,14380920,8844080
"VC",1996,60805,47273
"VE",1996,3034994,19616483
"VG",1996,11172,7662
"VI",1996,9815,98278
"VN",1996,56637917,16518783
"VU",1996,136651,35151
"WS",1996,134246,37030
"XK",1996,,
"YE",1996,11994821,3839926
"ZA",1996,18012111,21988136
"ZM",1996,6020686,3481660
"ZW",1996,8061371,3816293
"AD",1995,4048,59806
"AE",1995,509522,1840670
"AF",1995,13458272,3314250
"AG",1995,45138,23211
"AL",1995,1947417,1240367
"AM",1995,1093945,2129228
"AO",1995,9275944,3766722
"AR",1995,4143386,30851432
"AS",1995,7783,45091
"AT",1995,2718311,5229967
"AU",1995,2510201,15561799
"AW",1995,41151,39175
"AZ",1995,3672662,4012339
"BA",1995,2350455,1528823
"BB",1995,176836,88126
"BD",1995,92740785,25686983
"BE",1995,326405,9810406
"BF",1995,8563278,1526598
"BG",1995,2708435,5697632
"BH",1995,65449,498281
"BI",1995,5789196,449834
"BJ",1995,3785330,2200328
"BM",1995,0,59746
"BN",1995,92515,202495
"BO",1995,3072087,4494629
"BR",1995,36440857,126314197
"BS",1995,53341,226810
"BT",1995,404370,104527
"BW",1995,804224,772067
"BY",1995,3269216,6924784
"BZ",1995,108696,98266
"CA",1995,6554748,22802187
"CD",1995,28330519,13853101
"CF",1995,2093907,1241933
"CG",1995,1186205,1535072
"CH",1995,1860150,5180537
"CI",1995,8468311,5936029
"CL",1995,2194390,12001015
"CM",1995,7999755,5929820
"CN",1995,831831892,373023108
"CO",1995,11037896,26404084
"CR",1995,1595364,1915561
"CU",1995,2805036,8101012
"CV",1995,199365,189791
"CW",1995,17881,127258
"CY",1995,273382,582007
"CZ",1995,2618991,7708262
"DE",1995,21816207,59861844
"DJ",1995,156675,504401
"DK",1995,786053,4447320
"DM",1995,25100,46267
"DO",1995,3346386,4546034
"DZ",1995,12717892,16186408
"EC",1995,4831355,6609221
"EE",1995,426680,1009954
"EG",1995,35706306,26728221
"ER",1995,2640754,523341
"ES",1995,9508026,29878991
"ET",1995,49321318,7915908
"EU",1995,139903391,344023940
"FI",1995,972523,4135267
"FJ",1995,422646,352852
"FM",1995,80592,26964
"FO",1995,30459,13640
"FR",1995,14939063,44602837
"GA",1995,267701,818748
"GB",1995,12561120,45457910
"GD",1995,65616,34637
"GE",1995,2185214,2548786
"GH",1995,10033129,6727862
"GI",1995,0,27285
"GL",1995,10658,45142
"GM",1995,603639,462107
"GN",1995,5545797,2318022
"GQ",1995,274245,174087
"GR",1995,2944728,7617425
"GT",1995,5892299,4465055
"GU",1995,11558,134004
"GW",1995,795557,385320
"GY",1995,514936,211759
"HK",1995,0,6156100
"HN",1995,3190302,2400834
"HR",1995,2106186,2562814
"HT",1995,5271331,2548475
"HU",1995,3593447,6735518
"ID",1995,125895455,71062390
"IE",1995,1518600,2090241
"IL",1995,506259,5038742
"IM",1995,34806,37375
"IN",1995,705186149,255688833
"IQ",1995,6311984,13905775
"IR",1995,23982688,36335944
"IS",1995,22387,245081
"IT",1995,18804095,38040208
"JM",1995,1224872,1255376
"JO",1995,934882,3385708
"JP",1995,27571492,97867508
"KE",1995,22374719,4998316
"KG",1995,2902695,1657705
"KH",1995,8843248,1851211
"KI",1995,49427,28300
"KM",1995,343855,135719
"KN",1995,28430,14462
"KP",1995,8918752,12844918
"KR",1995,9812235,35280756
"KW",1995,32086,1604945
"KY",1995,0,31672
"KZ",1995,6971528,8844098
"LA",1995,4013493,844281
"LB",1995,460471,2572935
"LC",1995,104751,42303
"LI",1995,25752,5081
"LK",1995,14730310,3343690
"LR",1995,1123989,955932
"LS",1995,1456551,297449
"LT",1995,1187442,2442023
"LU",1995,69916,338709
"LV",1995,776580,1708476
"LY",1995,1171256,3706946
"MA",1995,13121909,14039980
"MC",1995,0,30700
"MD",1995,1973896,1701203
"ME",1995,285302,326471
"MF",1995,,
"MG",1995,9981774,3470752
"MH",1995,16974,34046
"MK",1995,789427,1164117
"ML",1995,7180351,2460292
"MM",1995,33300701,11414701
"MN",1995,992752,1305515
"MO",1995,359,398100
"MP",1995,6005,51513
"MR",1995,1277846,1056120
"MT",1995,33524,336909
"MU",1995,636658,485799
"MV",1995,189618,65382
"MW",1995,8520307,1302505
"MX",1995,25145896,69281050
"MY",1995,9183413,11541961
"MZ",1995,11538590,4376103
"NA",1995,1161093,493121
"NC",1995,77352,116464
"NE",1995,7885538,1476374
"NG",1995,73512029,34923635
"NI",1995,2143303,2468926
"NL",1995,4203304,11255702
"NO",1995,1143850,3215334
"NP",1995,19061435,2331609
"NR",1995,0,9970
"NZ",1995,538888,3134512
"OM",1995,620955,1570909
"PA",1995,1146179,1591946
"PE",1995,6983260,17055501
"PF",1995,93311,121889
"PG",1995,4051926,664003
"PH",1995,36112047,33723666
"PK",1995,83563989,39035760
"PL",1995,14862934,23732064
"PR",1995,230931,3452172
"PS",1995,736956,1737710
"PT",1995,4901797,5124379
"PW",1995,4930,12325
"PY",1995,2279020,2481833
"QA",1995,25051,475968
"RO",1995,10486938,12197332
"RS",1995,3672372,3952985
"RU",1995,39512456,108863270
"RW",1995,5330940,581815
"SA",1995,4021488,14832182
"SB",1995,306572,52664
"SC",1995,38013,37291
"SD",1995,16733748,7958222
"SE",1995,1428199,7398740
"SG",1995,0,3524506
"SI",1995,982599,1007273
"SK",1995,2330325,3031674
"SL",1995,2516450,1321357
"SM",1995,2158,23717
"SN",1995,5259548,3451198
"SO",1995,4352389,1994686
"SR",1995,151226,294604
"SS",1995,4587416,865355
"ST",1995,64569,61125
"SV",1995,2572498,3016245
"SX",1995,,
"SY",1995,7151649,7180313
"SZ",1995,741358,222070
"TC",1995,3078,12256
"TD",1995,5498383,1503251
"TG",1995,2969010,1315704
"TH",1995,41320317,17945772
"TJ",1995,4113815,1670515
"TL",1995,663483,192956
"TM",1995,2312200,1875810
"TN",1995,3451325,5506175
"TO",1995,73969,21920
"TR",1995,22168255,36354065
"TT",1995,1134270,120731
"TV",1995,5170,4057
"TZ",1995,23761185,6142144
"UA",1995,17024815,34487484
"UG",1995,18032815,2380152
"US",1995,60551617,205726383
"UY",1995,305067,2919740
"UZ",1995,14026446,8758554
"VC",1995,61219,46903
"VE",1995,3053161,19135510
"VG",1995,10979,7446
"VI",1995,10307,97510
"VN",1995,56019699,15975801
"VU",1995,134320,33916
"WS",1995,133523,36635
"XK",1995,,
"YE",1995,11638910,3627237
"ZA",1995,17803512,21316488
"ZM",1995,5820468,3433059
"ZW",1995,7976077,3707059
"AD",1994,3831,58876
"AE",1994,481902,1756379
"AF",1994,12781671,3088296
"AG",1994,43703,22847
"AL",1994,1977446,1230090
"AM",1994,1107724,2182219
"AO",1994,9081611,3566872
"AR",1994,4160797,30397317
"AS",1994,8040,43772
"AT",1994,2714152,5221966
"AU",1994,2512199,15342802
"AW",1994,38979,37721
"AZ",1994,3607815,3989944
"BA",1994,2418109,1574147
"BB",1994,176520,87495
"BD",1994,91189316,24724394
"BE",1994,333815,9781788
"BF",1994,8357841,1458745
"BG",1994,2739101,5704490
"BH",1994,63756,485395
"BI",1994,5704045,429996
"BJ",1994,3677508,2109286
"BM",1994,0,59320
"BN",1994,91602,195821
"BO",1994,3058056,4361550
"BR",1994,37020177,123240331
"BS",1994,53139,222764
"BT",1994,410895,100487
"BW",1994,798349,740786
"BY",1994,3319684,6907316
"BZ",1994,106002,95676
"CA",1994,6576380,22535526
"CD",1994,27587592,13216419
"CF",1994,2044949,1208749
"CG",1994,1165984,1483980
"CH",1994,1844264,5149531
"CI",1994,8256451,5698723
"CL",1994,2207306,11780693
"CM",1994,7859867,5688311
"CN",1994,834046133,357788867
"CO",1994,10973415,25850124
"CR",1994,1587808,1837884
"CU",1994,2807784,8045651
"CV",1994,197601,181162
"CW",1994,18845,125785
"CY",1994,268647,568603
"CZ",1994,2607164,7726423
"DE",1994,21711464,59726884
"DJ",1994,154346,495532
"DK",1994,783530,4422650
"DM",1994,25166,46206
"DO",1994,3353195,4399857
"DZ",1994,12700510,15661505
"EC",1994,4786493,6409983
"EE",1994,431588,1030926
"EG",1994,34956159,26316688
"ER",1994,2632565,515306
"ES",1994,9521171,29773796
"ET",1994,47820061,7546456
"EU",1994,140022253,342979653
"FI",1994,982557,4105776
"FJ",1994,423337,342329
"FM",1994,78959,27098
"FO",1994,30819,13781
"FR",1994,14986049,44341145
"GA",1994,273019,785606
"GB",1994,12562653,45303092
"GD",1994,65318,34085
"GE",1994,2232447,2629153
"GH",1994,9903276,6436068
"GI",1994,0,27235
"GL",1994,10712,44789
"GM",1994,596372,440255
